1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,,,,,,,,
2012,Bowling Green,MAC (East),NO,Lost,YES,NO,8,5,0.615,23.8,14.637,6,2,75%,7.4,21.1,23.2,11.7,15.8,11.8,22.9,16.8,6.1,50,50,68.85,365.5,5.31,34,212.1,6.2,54.1,13,112.54,16,34.85,153.38,4.4,19,9,25,14,22,1,1,218,16.8,413,1385,3.35,14,31.77,106.54,411,238,57.9,2471,6,11,10,112.37,31.6,190.1,1385,2471,824,3856,4.68,296.6,39,775,19.87,0,3,59.6,27,277,10.26,1,2.1,21.3,50,980,19.6,0,3.8,75.4,20,111,5.55,0,1.5,8.5,17,9,52.9,1.3,0.7,3,0.23,12,10,22,5,13,18,4,0.31,92,775,7.1,59.6,68%,57%,3437947,6.17,67208,19,9,5121624,5121624,0,"Public, 4-year or above",,,,,,,,
2012,Ohio,MAC (East),NO,Won,YES,YES,9,4,0.692,20.1,13.9092,4,4,50%,4.9,19.1,30.6,13.4,25.7,11.0,31.7,24.8,6.9,50,23,76.75,444.8,5.79,30.9,241.5,7.8,62.2,5,144.17,23,45.85,203.31,4.43,24,23,41,11,41,0,1,322,24.8,467,2077,4.45,12,35.92,159.77,474,267,56.3,2977,6.3,26,13,121.7,36.5,229,2077,2977,941,5054,5.37,388.8,45,968,21.51,1,3.5,74.5,30,287,9.57,0,2.3,22.1,53,1168,22.04,1,4.1,89.8,18,59,3.28,0,1.4,4.5,31,23,74.2,2.4,1.8,1,0.08,12,13,25,5,5,10,15,1.15,69,650,5.3,50,63%,56%,3735000,5.5,77908,16.08,9,8707617,7868104,839513,"Public, 4-year or above",,,,,,,,
2012,Buffalo,MAC (East),NO,No Appearance,NO,NO,4,8,0.333,19.2,6.3936,3,5,38%,-7.3,16.5,21.3,14.9,28.5,9.5,21.3,28.5,-7.2,50,50,72.2,375.9,5.21,31.7,199.3,6.3,51.6,10,113.93,17,40.5,176.67,4.36,13,11,43,15,39,0,0,342,28.5,501,1865,3.72,22,41.75,155.42,341,189,55.4,2499,7.3,18,13,126.79,28.4,208.3,1865,2499,842,4364,5.18,363.7,45,850,18.89,0,3.8,70.8,14,66,4.71,1,1.2,5.5,33,786,23.82,2,2.8,65.5,11,115,10.45,0,0.9,9.6,15,11,73.3,1.3,0.9,6,0.5,3,13,16,12,10,22,-6,-0.5,73,750,6.1,62.5,95%,0%,3710166,7.27,70998,20.41,11,6005677,6005677,0,"Public, 4-year or above",,,,,,,,
2012,Miami (Ohio),MAC (East),NO,No Appearance,NO,NO,4,8,0.333,20.8,6.9264,3,5,38%,-11.6,19.7,23.3,12.7,34.9,14.3,23.3,34.9,-11.6,50,50,69.55,385.3,5.54,41.3,298.7,7.2,62.8,12,136.13,26,28.25,86.58,3.06,7,15,55,11,52,1,1,419,34.9,529,2893,5.47,35,44.08,241.08,356,217,61,2719,7.6,17,12,134.14,29.7,226.6,2893,2719,885,5612,6.34,467.7,35,672,19.2,0,2.9,56,6,19,3.17,0,0.5,1.6,37,785,21.22,0,3.1,65.4,21,95,4.52,0,1.8,7.9,18,15,83.3,1.5,1.3,0,0,2,12,14,7,12,19,-5,-0.42,57,443,4.8,36.9,82%,17%,5141886,7,64959,23.5,13,6388432,6388432,0,"Public, 4-year or above",,,,,,,,
2012,Massachusetts,MAC (East),NO,No Appearance,NO,NO,1,11,0.083,17.8,1.4774,1,7,13%,-27.5,20.9,12.7,10.5,40.2,15.2,12.7,40.2,-27.5,50,50,71.17,278.3,3.91,37,186.7,5,53.4,19,93.89,9,34.17,91.58,2.68,8,10,65,9,63,1,0,482,40.2,511,2697,5.28,33,42.58,224.75,351,228,65,2839,8.1,26,13,149.93,29.3,236.6,2697,2839,862,5536,6.42,461.3,57,1140,20,0,4.8,95,20,154,7.7,0,1.7,12.8,27,511,18.93,0,2.3,42.6,29,412,14.21,3,2.4,34.3,13,10,76.9,1.1,0.8,2,0.17,6,13,19,9,19,28,-9,-0.75,81,679,6.8,56.6,65%,60%,4464670,8.5,68037,20.64,11,5983990,5983990,0,"Public, 4-year or above",,,,,,,,
2012,Akron,MAC (East),NO,No Appearance,NO,NO,1,11,0.083,18.3,1.5189,0,8,0%,-9.6,24.6,26.1,17.4,35.7,14.1,26.1,35.7,-9.6,50,50,79.02,427.2,5.41,48.6,312.8,6.4,62.4,18,127.32,30,30.42,114.42,3.76,9,9,53,19,49,2,0,428,35.7,517,2533,4.9,22,43.08,211.08,380,232,61.1,2867,7.5,30,5,147.85,31.7,238.9,2533,2867,897,5400,6.02,450,45,745,16.56,0,3.8,62.1,24,165,6.88,0,2,13.8,33,529,16.03,0,2.8,44.1,32,354,11.06,1,2.7,29.5,12,9,75,1,0.8,0,0,8,5,13,9,18,27,-14,-1.17,101,797,8.4,66.4,63%,31%,3438363,5.5,73915,21.5,13,5918151,5918151,0,"Public, 4-year or above",,,,,,,,
2012,Northern Illinois,MAC (West),NO,Lost,YES,NO,12,2,0.857,26,22.282,8,0,100%,21.8,19.3,40.8,11.9,19.0,13.3,38.6,19.9,18.7,50,16,73.09,469.6,6.43,29.3,231.4,7.9,59.8,6,144.12,26,43.79,238.21,5.44,44,15,34,15,27,1,0,278,19.9,587,2050,3.49,21,41.93,146.43,509,284,55.8,3121,6.1,11,15,108.55,36.4,222.9,2050,3121,1096,5171,4.72,369.4,38,882,23.21,1,2.7,63,32,263,8.22,0,2.3,18.8,61,1062,17.41,0,4.4,75.9,7,14,2,0,0.5,1,19,15,78.9,1.4,1.1,0,0,12,15,27,14,6,20,7,0.5,83,767,5.9,54.8,79%,79%,4134212,7,70850,20,11,7150133,7150133,0,"Public, 4-year or above",,,,,,,,
2012,Ball State,MAC (West),NO,Lost,YES,NO,9,4,0.692,24.1,16.6772,6,2,75%,3.5,12.5,35.0,8.1,31.5,9.4,33.6,32,1.6,50,50,79.57,457.2,5.74,37.8,254,6.7,64.8,10,135.92,28,41.77,203.23,4.87,24,25,53,15,43,4,1,416,32,522,2692,5.16,24,40.15,207.08,427,264,61.8,3319,7.8,28,7,145.48,32.8,255.3,2692,3319,949,6011,6.33,462.4,45,1056,23.47,0,3.5,81.2,16,177,11.06,0,1.2,13.6,61,1235,20.25,1,4.7,95,6,6,1,0,0.5,0.5,32,25,78.1,2.5,1.9,4,0.31,7,7,14,7,10,17,-3,-0.23,61,614,4.7,47.2,66%,60%,3411032,7,62379,19.4,14,5803970,5803970,0,"Public, 4-year or above",,,,,,,,
2012,Toledo,MAC (West),NO,Lost,YES,NO,9,4,0.692,24.1,16.6772,6,2,75%,5.6,8.9,32.9,10.4,27.3,8.9,31.5,28.4,3.1,50,23,73.98,445.2,6.02,33.9,252,7.4,61.5,11,133.08,19,40.08,193.23,4.82,21,24,46,16,39,2,1,369,28.4,445,2370,5.33,19,34.23,182.31,501,309,61.7,3781,7.5,26,17,135.41,38.5,290.8,2370,3781,946,6151,6.5,473.2,53,1170,22.08,3,4.1,90,22,226,10.27,1,1.7,17.4,60,1207,20.12,0,4.6,92.8,15,108,7.2,0,1.2,8.3,29,24,82.8,2.2,1.8,0,0,10,17,27,9,11,20,7,0.54,89,884,6.8,68,67%,67%,2791641,5.25,78094,13.25,9,6372181,6372181,0,"Public, 4-year or above",,,,,,,,
2012,Central Michigan,MAC (West),NO,Won,YES,YES,7,6,0.538,15.6,8.3928,4,4,50%,-4.1,18.9,29.3,10.1,33.3,12.9,28.8,32.4,-3.6,50,50,63.72,394,6.19,31.8,243.8,7.7,59.1,9,137.58,23,31.92,150.15,4.7,22,15,54,15,52,0,0,421,32.4,511,2492,4.88,28,39.31,191.69,420,261,62.1,3129,7.5,23,13,136.6,32.3,240.7,2492,3129,931,5621,6.04,432.4,54,1214,22.48,0,4.2,93.4,12,31,2.58,0,0.9,2.4,50,982,19.64,0,3.8,75.5,22,272,12.36,1,1.7,20.9,20,15,75,1.5,1.2,1,0.08,5,13,18,7,9,16,2,0.15,55,487,4.2,37.5,42%,42%,2754806,4.5,76140,16.75,11,4388863,5656136,-1267273,"Public, 4-year or above",,,,,,,,
2012,Western Michigan,MAC (West),NO,No Appearance,NO,NO,4,8,0.333,18.5,6.1605,2,6,25%,-0.3,18.7,29.3,13.6,29.7,9.1,29.3,29.7,-0.4,50,50,76.27,439.3,5.76,42.6,289.8,6.8,59.5,21,126.5,28,33.67,149.5,4.44,17,10,43,19,39,1,0,356,29.7,462,1862,4.03,21,38.5,155.17,387,234,60.5,2889,7.5,19,8,135.25,32.3,240.8,1862,2889,849,4751,5.6,395.9,53,1046,19.74,0,4.4,87.2,17,190,11.18,0,1.4,15.8,51,1003,19.67,0,4.3,83.6,20,224,11.2,0,1.7,18.7,16,10,62.5,1.3,0.8,2,0.17,9,8,17,10,21,31,-14,-1.17,76,624,6.3,52,36%,36%,4053149,6,113792,16.57,9,7047450,6047695,999755,"Public, 4-year or above",,,,,,,,
2012,Eastern Michigan,MAC (West),NO,No Appearance,NO,NO,2,10,0.167,20.9,3.4903,1,7,13%,-16.3,16.5,21.3,15.0,37.6,11.0,21.3,37.6,-16.3,50,50,63.03,333.7,5.3,25.7,171.2,6.7,51.6,15,118.26,19,37.33,162.5,4.35,13,10,57,18,55,0,0,451,37.6,510,3199,6.27,34,42.5,266.58,350,208,59.4,2548,7.3,18,7,133.55,29.2,212.3,3199,2548,860,5747,6.68,478.9,59,1228,20.81,0,4.9,102.3,18,94,5.22,0,1.5,7.8,42,965,22.98,3,3.5,80.4,22,180,8.18,0,1.8,15,12,10,83.3,1,0.8,0,0,9,7,16,6,15,21,-5,-0.42,71,644,5.9,53.7,72%,17%,3787334,7,101728,18,9,6461894,6421125,40769,"Public, 4-year or above",,,,,,,,
2012,Boise State,MWC,NO,Won,YES,YES,11,2,0.846,20.5,17.343,7,1,88%,15.5,14.4,30.4,13.4,14.9,6.4,30.2,15.8,14.4,24,18,67.07,391.3,5.83,30.3,223.2,7.4,66.8,7,141.8,20,36.77,168.15,4.57,25,15,27,6,23,1,0,205,15.8,512,1900,3.71,20,39.38,146.15,376,219,58.2,2203,5.9,4,18,101.41,28.9,169.5,1900,2203,888,4103,4.62,315.6,27,702,26,0,2.1,54,27,281,10.41,0,2.1,21.6,60,1228,20.47,2,4.6,94.5,13,76,5.85,0,1,5.8,20,15,75,1.5,1.2,1,0.08,18,18,36,9,7,16,20,1.54,59,556,4.5,42.8,73%,86%,1829681,5.5,150828,17,11,15345308,8537612,6807696,"Public, 4-year or above",,,,,,,,
2012,Fresno State,MWC,NO,Lost,YES,NO,9,4,0.692,22.5,15.57,7,1,88%,18.0,20.2,40.3,15.9,22.3,12.6,37.9,23.8,14.1,50,50,77.43,477.5,6.17,41.2,325.6,7.9,65.8,8,152.7,38,36.23,151.92,4.19,19,12,40,9,35,3,1,310,23.8,550,2227,4.05,20,42.31,171.31,380,196,51.6,2173,5.7,15,22,101.06,29.2,167.2,2227,2173,930,4400,4.73,338.5,47,997,21.21,0,3.6,76.7,25,228,9.12,1,1.9,17.5,60,1180,19.67,0,4.6,90.8,16,156,9.75,0,1.2,12,15,12,80,1.2,0.9,2,0.15,13,22,35,12,8,20,15,1.15,88,799,6.8,61.5,65%,65%,2295255,5.5,117621,16.17,11,8598562,7253910,1344652,"Public, 4-year or above",,,,,,,,
2012,San Diego State,MWC,NO,Lost,YES,NO,9,4,0.692,23.6,16.3312,7,1,88%,10.6,16.2,35.1,11.8,24.5,14.6,32.8,24.4,8.4,50,50,68.26,396.6,5.81,23.8,175.9,7.4,58.9,11,136.38,21,44.46,220.69,4.96,30,10,43,7,36,1,0,317,24.4,486,1735,3.57,16,37.38,133.46,443,274,61.9,3062,6.9,23,14,130.72,34.1,235.5,1735,3062,929,4797,5.16,369,42,1005,23.93,2,3.2,77.3,15,114,7.6,0,1.2,8.8,42,1023,24.36,1,3.2,78.7,15,102,6.8,0,1.2,7.8,14,10,71.4,1.1,0.8,2,0.15,12,14,26,14,11,25,1,0.08,73,638,5.6,49.1,52%,62%,3073774,6,192743,15.75,9,12198284,11748674,449610,"Public, 4-year or above",,,,,,,,
2012,Air Force,MWC,NO,Lost,YES,NO,6,7,0.462,17.4,8.0388,5,3,63%,-0.2,18.3,28.5,12.7,28.7,10.6,27.4,29,-1.6,50,50,73.45,418.8,5.7,11.6,102.6,8.8,55,8,138.25,9,61.85,316.23,5.11,39,4,48,14,41,3,0,377,29,575,2584,4.49,27,44.23,198.77,343,233,67.9,2738,8,19,8,148.61,26.4,210.6,2584,2738,918,5322,5.8,409.4,38,878,23.11,0,2.9,67.5,10,76,7.6,0,0.8,5.8,35,726,20.74,0,2.7,55.8,9,59,6.56,0,0.7,4.5,10,4,40,0.8,0.3,2,0.15,8,8,16,21,8,29,-13,-1,44,341,3.4,26.2,57%,57%,,,,,,,,,#N/A,,,,,,,,
2012,Nevada,MWC,NO,Lost,YES,NO,7,6,0.538,20,10.76,4,4,50%,4.5,16.0,37.0,11.8,32.5,9.9,37.8,33.8,4,50,50,83.05,514.8,6.2,31.2,243.8,7.8,66.7,10,146.92,24,51.85,271,5.23,41,10,57,14,49,3,0,439,33.8,539,2754,5.11,27,41.46,211.85,429,240,55.9,2998,7,27,6,132.61,33,230.6,2754,2998,968,5752,5.94,442.5,43,891,20.72,0,3.3,68.5,16,242,15.13,0,1.2,18.6,54,1248,23.11,0,4.2,96,13,157,12.08,0,1,12.1,13,10,76.9,1,0.8,0,0,12,6,18,12,10,22,-4,-0.31,86,819,6.6,63,44%,44%,2776876,5,88839,14.43,9,4720882,5048106,-327224,"Public, 4-year or above",,,,,,,,
2012,Colorado State,MWC,NO,No Appearance,NO,NO,4,8,0.333,14,4.662,3,5,38%,-9.1,16.4,21.2,10.4,30.3,11.2,21.2,30.3,-9.1,50,50,62.55,339,5.42,29.3,210.2,7.2,58.7,15,126.47,17,33.25,128.83,3.87,12,9,46,13,44,1,1,363,30.3,521,2440,4.68,19,43.42,203.33,363,218,60.1,2427,6.7,25,7,135.09,30.3,202.3,2440,2427,884,4867,5.51,405.6,41,914,22.29,0,3.4,76.2,13,123,9.46,0,1.1,10.3,32,751,23.47,0,2.7,62.6,23,277,12.04,0,1.9,23.1,10,9,90,0.8,0.8,0,0,14,7,21,11,15,26,-5,-0.42,78,775,6.5,64.6,0%,0%,3640573,3.5,102480,16,11,8902908,8902908,0,"Public, 4-year or above",,,,,,,,
2012,Wyoming,MWC,NO,No Appearance,NO,NO,4,8,0.333,15.5,5.1615,3,5,38%,-6.6,13.9,26.8,9.4,33.4,7.7,26.8,33.4,-6.6,50,50,71.05,389.3,5.48,34.3,265,7.7,60.6,8,144.96,29,36.75,124.33,3.38,13,7,53,11,50,0,0,401,33.4,531,2788,5.25,23,44.25,232.33,372,243,65.3,2840,7.6,26,6,149.28,31,236.7,2788,2840,903,5628,6.23,469,30,541,18.03,0,2.5,45.1,14,188,13.43,0,1.2,15.7,31,644,20.77,0,2.6,53.7,26,293,11.27,1,2.2,24.4,12,7,58.3,1,0.6,2,0.17,14,6,20,5,8,13,7,0.58,54,514,4.5,42.8,73%,33%,2273010,5,117546,17.5,9,7209442,7209442,0,"Public, 4-year or above",,,,,,,,
2012,UNLV,MWC,NO,No Appearance,NO,NO,2,11,0.154,14.9,2.2946,2,6,25%,-10.6,16.7,22.0,11.2,32.6,12.9,22,32.6,-10.6,50,50,70.67,367.5,5.2,35.9,218.4,6.1,53.5,17,110.03,18,34.77,149.08,4.29,16,12,54,15,51,1,1,424,32.6,585,2692,4.6,29,45,207.08,375,224,59.7,3096,8.3,19,9,141,28.8,238.2,2692,3096,960,5788,6.03,445.2,56,1077,19.23,0,4.3,82.8,17,103,6.06,0,1.3,7.9,40,827,20.68,0,3.1,63.6,21,264,12.57,2,1.6,20.3,14,12,85.7,1.1,0.9,4,0.31,8,9,17,6,17,23,-6,-0.46,67,678,5.2,52.2,0%,0%,4117011,6.5,91301,21.5,10,6947976,6947976,0,"Public, 4-year or above",,,,,,,,
2012,New Mexico,MWC,NO,No Appearance,NO,NO,4,9,0.308,13.8,4.2504,1,7,13%,-4.5,24.1,25.8,15.9,30.2,11.8,25.8,30.2,-4.4,50,50,64.72,370.1,5.71,11.8,68.8,5.8,51.3,4,105.65,5,52.92,301.23,5.69,34,9,54,5,50,2,0,393,30.2,428,2274,5.31,19,32.92,174.92,417,271,65,3500,8.4,33,11,156.33,32.1,269.2,2274,3500,845,5774,6.83,444.2,40,956,23.9,2,3.1,73.5,14,82,5.86,0,1.1,6.3,31,790,25.48,1,2.4,60.8,22,102,4.64,0,1.7,7.8,13,9,69.2,1,0.7,0,0,14,11,25,10,4,14,11,0.85,62,530,4.8,40.8,47%,30%,3911576,7,85660,20.5,9,8101517,8101517,0,"Public, 4-year or above",,,,,,,,
2012,Hawai'i,MWC,NO,No Appearance,NO,NO,3,9,0.25,12.5,3.125,1,7,13%,-14.5,33.2,21.2,16.1,35.7,20.9,21.2,35.7,-14.5,50,50,69.78,297.4,4.26,33.2,188.8,5.7,51.8,13,103,12,36.58,108.58,2.97,12,13,60,4,54,1,0,428,35.7,522,2281,4.37,34,43.5,190.08,308,169,54.9,2193,7.1,20,9,130.27,25.7,182.8,2281,2193,830,4474,5.39,372.8,58,1488,25.66,3,4.8,124,25,321,12.84,2,2.1,26.8,42,917,21.83,1,3.5,76.4,30,350,11.67,0,2.5,29.2,21,13,61.9,1.8,1.1,4,0.33,10,9,19,20,13,33,-14,-1.17,71,648,5.9,54,22%,22%,3491651,6.54,98631,20.06,11,7149661,10585001,-3435340,"Public, 4-year or above",,,,,,,,
2012,Oregon,Pac-12 (North),YES,Won,YES,YES,12,1,0.923,33.8,31.1974,8,1,89%,28.8,17.4,50.8,14.3,22.0,12.4,49.6,21.6,28,5,1,81.47,537.4,6.6,28.7,222.2,7.7,67,9,158.19,35,52.77,315.23,5.97,48,7,35,13,32,0,0,281,21.6,470,1884,4.01,15,36.15,144.92,515,304,59,2979,5.8,19,25,110.08,39.6,229.2,1884,2979,985,4863,4.94,374.1,36,699,19.42,1,2.8,53.8,20,270,13.5,1,1.5,20.8,96,2079,21.66,0,7.4,159.9,17,55,3.24,0,1.3,4.2,14,7,50,1.1,0.5,1,0.08,15,25,40,10,9,19,21,1.62,103,924,7.9,71.1,86%,86%,4507980,5.5,244337,18.5,9,51921731,20240213,31681518,"Public, 4-year or above",,,,,,,,
2012,Stanford,Pac-12 (North),YES,Won,YES,YES,12,2,0.857,33.3,28.5381,8,1,89%,11.0,15.8,28.5,14.0,17.5,11.4,27.9,17.2,10.7,21,7,67.71,374.4,5.53,28.5,200.1,7,60.2,10,129.84,19,39.21,174.29,4.44,23,17,28,15,26,1,0,241,17.2,446,1358,3.04,15,31.86,97,550,336,61.1,3349,6.1,13,15,114.59,39.3,239.2,1358,3349,996,4707,4.73,336.2,31,704,22.71,0,2.2,50.3,25,299,11.96,1,1.8,21.4,38,694,18.26,0,2.7,49.6,22,149,6.77,0,1.6,10.6,27,17,63,1.9,1.2,0,0,12,15,27,8,10,18,9,0.64,85,745,6.1,53.2,78%,78%,9338694,14.5,147241,28,9,25564646,18738731,6825915,"Private nonprofit, 4-year or above",,,,,,,,
2012,Oregon State,Pac-12 (North),YES,Lost,YES,NO,9,4,0.692,32.9,22.7668,6,3,67%,13.3,25.5,33.0,19.6,19.8,13.4,32.5,20.6,11.9,50,7,72.8,431.5,5.92,38.8,307.1,7.9,62.4,16,140.09,27,34,124.38,3.66,26,16,34,10,32,0,1,268,20.6,422,1683,3.99,19,32.46,129.46,471,279,59.2,2919,6.2,14,20,112.61,36.2,224.5,1683,2919,893,4602,5.15,354,35,642,18.34,0,2.7,49.4,13,80,6.15,0,1,6.2,41,767,18.71,0,3.2,59,15,106,7.07,0,1.2,8.2,18,16,88.9,1.4,1.2,1,0.08,11,20,31,7,16,23,8,0.62,79,724,6.1,55.7,56%,0%,4861430,7,136716,20,11,20666946,11903213,8763733,"Public, 4-year or above",,,,,,,,
2012,Washington,Pac-12 (North),YES,Lost,YES,NO,7,6,0.538,26.4,14.2032,5,4,56%,0.0,25.3,23.8,12.7,23.8,16.5,24,24.2,-0.2,50,23,69.55,355.2,5.11,33.7,212.8,6.3,60.7,14,121.72,19,35.85,142.38,3.97,19,9,38,17,31,2,0,314,24.2,471,2081,4.42,17,36.23,160.08,394,217,55.1,2565,6.5,17,17,115.37,30.3,197.3,2081,2565,865,4646,5.37,357.4,43,909,21.14,0,3.3,69.9,20,135,6.75,0,1.5,10.4,49,1083,22.1,0,3.8,83.3,20,128,6.4,2,1.5,9.8,14,9,64.3,1.1,0.7,4,0.31,16,17,33,14,14,28,5,0.38,108,969,8.3,74.5,85%,57%,5793049,7.5,217863,22.7,11,53092369,25368852,27723517,"Public, 4-year or above",,,,,,,,
2012,California,Pac-12 (North),YES,No Appearance,NO,NO,3,9,0.25,30,7.5,2,7,22%,-10.1,22.3,23.0,13.8,33.1,15.5,23,33.1,-10.1,50,50,68.08,391.3,5.75,30.5,208.3,6.8,57.9,13,119.9,13,37.58,183,4.87,18,16,53,9,50,1,0,397,33.1,477,2032,4.26,18,39.75,169.33,458,290,63.3,3263,7.1,32,14,140.11,38.2,271.9,2032,3263,935,5295,5.66,441.3,55,1139,20.71,0,4.6,94.9,19,216,11.37,1,1.6,18,39,1047,26.85,2,3.3,87.3,16,154,9.63,0,1.3,12.8,23,16,69.6,1.9,1.3,1,0.08,9,14,23,17,13,30,-7,-0.58,99,996,8.3,83,46%,25%,5781696,11.5,127235,26.8,11,26072231,19232057,6840174,"Public, 4-year or above",,,,,,,,
2012,Washington State,Pac-12 (North),YES,No Appearance,NO,NO,3,9,0.25,26.1,6.525,1,8,11%,-13.3,16.6,20.4,12.1,33.7,11.2,20.4,33.7,-13.3,50,50,73,359.5,4.92,52,330.4,6.4,58.2,21,116.97,23,21,29.08,1.38,6,14,52,13,47,2,1,404,33.7,490,1959,4,21,40.83,163.25,408,268,65.7,3146,7.7,26,15,144.14,34,262.2,1959,3146,898,5105,5.68,425.4,43,942,21.91,0,3.6,78.5,13,89,6.85,0,1.1,7.4,29,619,21.34,1,2.4,51.6,27,182,6.74,0,2.3,15.2,20,14,70,1.7,1.2,1,0.08,6,15,21,9,21,30,-9,-0.75,87,769,7.3,64.1,59%,32%,4479613,4.5,137505,16.5,11,17962415,12720020,5242395,"Public, 4-year or above",,,,,,,,
2012,UCLA,Pac-12 (South),YES,Lost,YES,NO,9,5,0.643,30.8,19.8044,6,3,67%,9.2,21.8,35.1,14.7,25.9,12.0,34.4,27.6,6.8,50,15,78.19,466.5,5.96,35.4,275.7,7.8,65.3,11,145.55,29,42.79,190.79,4.46,29,16,50,13,43,2,0,386,27.6,561,2315,4.13,20,40.07,165.36,479,303,63.3,3508,7.3,27,15,137.12,34.2,250.6,2315,3508,1040,5823,5.6,415.9,43,951,22.12,0,3.1,67.9,33,302,9.15,0,2.4,21.6,21,459,21.86,0,1.5,32.8,16,119,7.44,0,1.1,8.5,22,16,72.7,1.6,1.1,8,0.57,17,15,32,14,11,25,7,0.5,129,1273,9.2,90.9,73%,73%,5735753,9,148021,23.5,11,25168004,19193346,5974658,"Public, 4-year or above",,,,,,,,
2012,Arizona State,Pac-12 (South),YES,Won,YES,YES,8,5,0.615,27.1,16.6665,5,4,56%,12.4,25.5,36.4,14.2,24.0,14.6,38.4,24.3,14.1,50,50,77.88,464.5,5.97,31.8,259.2,8.2,66.6,12,155.69,33,46.08,205.31,4.46,27,15,41,10,36,2,0,316,24.3,559,2377,4.25,17,43,182.85,394,198,50.3,2183,5.5,23,21,105.4,30.3,167.9,2377,2183,953,4560,4.78,350.8,34,761,22.38,1,2.6,58.5,33,269,8.15,0,2.5,20.7,51,1118,21.92,1,3.9,86,12,121,10.08,0,0.9,9.3,23,15,65.2,1.8,1.2,3,0.23,9,21,30,12,12,24,6,0.46,56,459,4.3,35.3,65%,70%,6089904,6,175826,21,11,34859343,23994495,10864848,"Public, 4-year or above",,,,,,,,
2012,USC,Pac-12 (South),YES,Lost,YES,NO,7,6,0.538,31.8,17.1084,5,4,56%,9.6,18.7,34.2,13.1,24.6,16.0,32.1,24.3,7.8,1,1,65.65,432.9,6.6,35.5,282.3,8,61.6,20,147.72,39,30.15,150.62,4.99,12,10,39,16,34,0,0,316,24.3,533,2171,4.07,17,41,167,434,262,60.4,2951,6.8,20,19,123.94,33.4,227,2171,2951,967,5122,5.3,394,37,976,26.38,1,2.8,75.1,26,158,6.08,1,2,12.2,45,952,21.16,0,3.5,73.2,14,160,11.43,0,1.1,12.3,16,10,62.5,1.2,0.8,4,0.31,13,19,32,14,20,34,-2,-0.15,101,808,7.8,62.2,57%,69%,7250685,7.5,268221,25,11,34410822,23123733,11287089,"Private nonprofit, 4-year or above",,,,,,,,
2012,Arizona,Pac-12 (South),YES,Won,YES,YES,8,5,0.615,26.3,16.1745,4,5,44%,3.0,31.8,37.3,18.7,34.3,18.0,38.2,35.3,2.9,50,22,83.25,526.2,6.32,41.4,298.4,7.2,60.6,15,133.98,30,41.85,227.77,5.44,33,14,60,13,56,2,0,459,35.3,585,2680,4.58,33,45,206.15,500,309,61.8,3807,7.6,25,12,137.46,38.5,292.8,2680,3807,1085,6487,5.98,499,29,560,19.31,0,2.2,43.1,16,170,10.63,1,1.2,13.1,42,772,18.38,0,3.2,59.4,21,161,7.67,0,1.6,12.4,20,14,70,1.5,1.1,0,0,15,12,27,13,15,28,-1,-0.08,83,716,6.4,55.1,60%,65%,5431035,7,245390,20,11,24445690,23643038,802652,"Public, 4-year or above",,,,,,,,
2012,Utah,Pac-12 (South),YES,No Appearance,NO,NO,5,7,0.417,23.7,9.8829,3,6,33%,1.6,23.0,26.7,15.3,25.1,12.1,26.7,25.1,1.6,50,50,66.47,324.4,4.88,29.3,190.7,6.5,62.7,9,127.35,16,37.17,133.75,3.6,17,8,40,8,37,0,0,301,25.1,415,1538,3.71,19,34.58,128.17,401,240,59.9,2823,7,18,8,129.81,33.4,235.3,1538,2823,816,4361,5.34,363.4,31,803,25.9,4,2.6,66.9,31,150,4.84,0,2.6,12.5,35,673,19.23,1,2.9,56.1,17,161,9.47,1,1.4,13.4,13,8,61.5,1.1,0.7,1,0.08,14,8,22,9,9,18,4,0.33,83,740,6.9,61.7,66%,66%,3875796,6,170284,17.5,9,20759062,14835266,5923796,"Public, 4-year or above",,,,,,,,
2012,Colorado,Pac-12 (South),YES,No Appearance,NO,NO,1,11,0.083,26.4,2.1912,1,8,11%,-28.2,20.8,17.8,12.0,46.0,14.5,17.8,46,-28.2,50,50,69.1,302.3,4.38,33.6,192.4,5.7,55.3,18,103.55,11,35.5,109.83,3.09,16,6,73,15,67,1,0,552,46,458,2712,5.92,28,38.17,226,366,248,67.8,3150,8.6,39,3,173.58,30.5,262.5,2712,3150,824,5862,7.11,488.5,57,1198,21.02,1,4.8,99.8,16,89,5.56,0,1.3,7.4,30,836,27.87,2,2.5,69.7,30,261,8.7,1,2.5,21.8,8,6,75,0.7,0.5,3,0.25,12,3,15,16,18,34,-19,-1.58,73,688,6.1,57.3,36%,25%,5131603,4,188533,17,9,24231347,14225803,10005544,"Public, 4-year or above",,,,,,,,
